message,label,target_type,severity,severity_score
I just wanted to say this chat is exhausting full headache without a doubt.,toxicity,individual,medium,0.5
people here are very problematic,toxicity,individual,medium,0.5
remember this moment ninige gothagutte and everyone agrees.,threat,individual,high,0.87
It's obvious that neenu hopeless yaake heege don't you think?,insult,individual,medium,0.3
"Hey, nin message inda tension agthide",harassment,individual,medium,0.45
you are useless nin work sari illa !!!,insult,individual,medium,0.3
yaake nanna profile daily nodthiya for real.,stalking,individual,medium,0.62
"Actually, you will pay for what you did",threat,individual,medium,0.82
you will face consequences ninige problem agutte for real.,threat,individual,medium,0.82
"Just so you know, dont keep pinging nanna irritate madthiya right now.",harassment,individual,medium,0.45
"Listen, we already decided nin illade",exclusion,individual,medium,0.42
"Stop it, keep quiet please nin matadbeda",aggression,individual,medium,0.55
"Seriously, stay in your limits please immediately.",aggression,individual,medium,0.55
yaake nanna follow madthiya everywhere without a doubt.,harassment,individual,medium,0.45
"Actually, people like you never change so please stop.",hate,individual,high,0.8
"In my opinion, mind your own business nin work nodko don't you think?",aggression,individual,medium,0.55
people like you are a headache !!!,hate,individual,medium,0.75
"Basically, this is between us only nin barbeda !!!",exclusion,individual,medium,0.42
ninige buddhi illa seriously,insult,individual,high,0.35
I think nin illade better agide (no offense).,exclusion,individual,low,0.37
dont push me beyond my limit serious agthide ... whatever.,threat,individual,medium,0.82
"Seriously, neenu full dumb yaake heege and it's sad.",insult,individual,medium,0.3
"Look, leave me alone nanige disturb beda and it's sad.",harassment,individual,medium,0.45
stop messaging me yavaglu disturb madthiya !!!,harassment,individual,medium,0.45
"Honestly, we dont want you nin beka illa",exclusion,individual,medium,0.42
nin illade better agide without a doubt.,exclusion,individual,medium,0.42
"Seriously, this group is too negative",toxicity,individual,medium,0.5
"Actually, dont cross the line nin limits alli iru and it's annoying.",aggression,individual,medium,0.55
nin presence irthare problem only don't you think?,insult,individual,medium,0.3
"Hey, why do you keep observing me immediately.",stalking,individual,medium,0.62
"Actually, we dont want you nin beka illa and everyone agrees.",exclusion,individual,high,0.47
I just wanted to say this will not end well for you ninige sari illa agutte without a doubt.,threat,individual,medium,0.82
It's obvious that yaake nanna hinde bartiya elladalli,harassment,individual,medium,0.45
"Look, dayavittu nanna bittu bidu for real.",harassment,individual,medium,0.45
"Actually, use your brain swalpa and everyone agrees.",insult,individual,high,0.35
just wait and watch ninige lesson sigutte and it's sad.,threat,individual,medium,0.82
"Hey, ninige common sense illa and everyone agrees.",insult,individual,high,0.35
"In my opinion, people like you yavaglu problem so please stop.",hate,individual,medium,0.75
"To be honest, stay out of my matters nin hogu",aggression,individual,medium,0.55
"Listen, ninige maturity illa grow up !!!",insult,individual,medium,0.3
remember this moment ninige gothagutte !!!,threat,individual,medium,0.82
why do you remember my timings ninige ella gothu so please stop.,stalking,individual,medium,0.62
"To be honest, why do you keep observing me",stalking,individual,medium,0.62
ninige common sense illa,insult,individual,medium,0.3
we already decided nin illade for sure.,exclusion,individual,medium,0.42
people like you never change,hate,individual,high,0.8
"Seriously, nin iddare delay agthide so please stop.",exclusion,individual,medium,0.42
"Listen, control yourself swalpa",aggression,individual,medium,0.55
"Hey, people like you make everything dirty don't you think?",hate,individual,medium,0.75
dont keep pinging nanna irritate madthiya for real.,harassment,individual,medium,0.45
neenu full dumb yaake heege and it's sad.,insult,individual,medium,0.3
ninige simple vishaya kuda artha agalla ... whatever.,insult,individual,medium,0.3
"In my opinion, this group ninige alla - just my opinion.",exclusion,individual,medium,0.42
"Seriously, why do you see my story every time nin follow madthiya and it's annoying.",stalking,individual,medium,0.62
yaake nanna bar bar text madthiya,harassment,individual,medium,0.45
"In my opinion, why are you always online when i come ninige gothagthide",stalking,individual,high,0.67
yaake nanna hinde bartiya period.,harassment,individual,medium,0.45
"Just so you know, are you mad or what ninige artha illa",insult,individual,medium,0.3
nin illade nav decide madidvi for sure.,exclusion,individual,medium,0.42
Everyone knows dont annoy me nin irritate madbeda right now.,aggression,individual,medium,0.55
dont interfere in this nin barbeda don't you think?,aggression,individual,medium,0.55
"Just so you know, you will face consequences ninige problem agutte and it's sad.",threat,individual,medium,0.82
I think this chat is exhausting full headache for sure.,toxicity,individual,medium,0.5
ninige nanna online time gothu how,stalking,individual,medium,0.62
"Actually, people like you never change period.",hate,individual,high,0.8
we are tired of people like you and it's sad.,hate,individual,medium,0.75
It's obvious that you will regret this later ninige gothagutte !!!,threat,individual,medium,0.82
why are you always online when i come ninige gothagthide,stalking,individual,high,0.67
"Stop it, neenu hopeless yaake heege",insult,individual,medium,0.3
"To be honest, dont cross the line nin limits alli iru",aggression,individual,medium,0.55
stop talking nonsense nin matu beka illa so please stop.,insult,individual,medium,0.3
It's obvious that why do you follow everything i do ... whatever.,stalking,individual,medium,0.62
"Basically, your kind is unwanted here",hate,individual,medium,0.75
your type always ruins things nin tara jana beda without a doubt.,hate,individual,high,0.8
I just wanted to say people like you should stay away,hate,individual,medium,0.75
"Look, just wait and watch ninige lesson sigutte",threat,individual,medium,0.82
use your brain swalpa period.,insult,individual,medium,0.3
leave me alone nanige disturb beda - just my opinion.,harassment,individual,medium,0.45
"Look, why are you always wrong ninige gothilla (no offense).",insult,individual,high,0.35
"Actually, keep quiet please nin matadbeda and everyone agrees.",aggression,individual,high,0.6
"To be honest, this environment is stressful",toxicity,individual,medium,0.5
stop messaging me yavaglu disturb madthiya and it's sad.,harassment,individual,medium,0.45
we already decided nin illade,exclusion,individual,medium,0.42
"Look, stop calling me bar bar right now.",harassment,individual,medium,0.45
"To be honest, this is between us only nin barbeda right now.",exclusion,individual,medium,0.42
this will not end well for you ninige sari illa agutte ... whatever.,threat,individual,medium,0.82
this place feels unhealthy manasige sari illa,toxicity,individual,medium,0.5
"Just so you know, keep quiet please nin matadbeda immediately.",aggression,individual,medium,0.55
It's obvious that stop getting involved nin barbeda,aggression,individual,medium,0.55
"To be honest, nin illade nav decide madidvi and it's sad.",exclusion,individual,medium,0.42
"In my opinion, mind your own business nin work nodko",aggression,individual,medium,0.55
your kind is unwanted here,hate,individual,medium,0.75
"Just so you know, you cant escape from this ninige illa for real.",threat,individual,medium,0.82
"To be honest, yaake nanna follow madthiya everywhere",harassment,individual,medium,0.45
why cant you just stop kelthiya for real.,harassment,individual,medium,0.45
"Hey, your kind is unwanted here (no offense).",hate,individual,low,0.7
"Hey, this group has become so toxic ella negative agide",toxicity,individual,medium,0.5
"Just so you know, shut up now sumne iru period.",aggression,individual,medium,0.55
"Just so you know, why are you always checking my status nin yaake nodthiya ... whatever.",stalking,individual,high,0.67
ninige common sense illa ... whatever.,insult,individual,medium,0.3
why are you always online when i come ninige gothagthide without a doubt.,stalking,individual,high,0.67
"Stop it, your kind is not welcome here immediately.",hate,individual,medium,0.75
stop tracking my activity nanige gothagthide for real.,stalking,individual,medium,0.62
"Stop it, why do you always show up where i am - just my opinion.",stalking,individual,high,0.67
no need for you nin beka illa without a doubt.,exclusion,individual,medium,0.42
dayavittu nanna bittu bidu,harassment,individual,medium,0.45
"In my opinion, no need for you nin beka illa",exclusion,individual,medium,0.42
"Honestly, you are useless nin work sari illa",insult,individual,medium,0.3
this is your last warning nodko (no offense).,threat,individual,low,0.77
people like you never change don't you think?,hate,individual,high,0.8
your kind is not welcome here for real.,hate,individual,medium,0.75
stop keeping tabs on me,stalking,individual,medium,0.62
control yourself swalpa immediately.,aggression,individual,medium,0.55
I just wanted to say you asked for it nin mistake (no offense).,threat,individual,low,0.77
"Honestly, why do you always show up where i am",stalking,individual,high,0.67
this chat ruins my mood and everyone agrees.,toxicity,individual,high,0.55
"Hey, no need for you nin beka illa",exclusion,individual,medium,0.42
nin iddare delay agthide immediately.,exclusion,individual,medium,0.42
stop getting involved nin barbeda !!!,aggression,individual,medium,0.55
It's obvious that dont message me late night nin beka illa,harassment,individual,medium,0.45
"Actually, better nin illade nadithivi",exclusion,individual,medium,0.42
there is too much negativity here for real.,toxicity,individual,medium,0.5
dont message me late night nin beka illa immediately.,harassment,individual,medium,0.45
people like you dont deserve respect,hate,individual,medium,0.75
nin illade better agide,exclusion,individual,medium,0.42
I think we dont need people like you,hate,individual,medium,0.75
yaake nanna profile daily nodthiya ... whatever.,stalking,individual,medium,0.62
"Actually, we are tired of people like you",hate,individual,medium,0.75
"To be honest, this group is full of drama",toxicity,individual,medium,0.5
"Listen, shut up now sumne iru",aggression,individual,medium,0.55
nin illade nav decide madidvi without a doubt.,exclusion,individual,medium,0.42
why are you always wrong ninige gothilla and it's annoying.,insult,individual,high,0.35
you always ruin everything nininda problem,insult,individual,high,0.35
stop talking nonsense nin matu beda - just my opinion.,aggression,individual,medium,0.55
why do you keep observing me,stalking,individual,medium,0.62
stop disturbing me nanige shanti beku so please stop.,harassment,individual,medium,0.45
we dont want you nin beka illa,exclusion,individual,medium,0.42
"Basically, this place feels unhealthy manasige sari illa",toxicity,individual,medium,0.5
I think back off right now nin hinde hogu,aggression,individual,medium,0.55
"Actually, why do you keep observing me don't you think?",stalking,individual,medium,0.62
"In my opinion, leave me alone nanige disturb beda",harassment,individual,medium,0.45
dont poke your nose nin business beda,aggression,individual,medium,0.55
we dont like people like you nin tara beda,hate,individual,medium,0.75
"Look, this environment is really bad for real.",toxicity,individual,medium,0.5
"Seriously, control yourself swalpa",aggression,individual,medium,0.55
"Basically, yaake nanna follow madthiya everywhere so please stop.",harassment,individual,medium,0.45
"Seriously, nin illade better agide period.",exclusion,individual,medium,0.42
are you mad or what ninige artha illa immediately.,insult,individual,medium,0.3
ninige nanna online time gothu how and everyone agrees.,stalking,individual,high,0.67
Everyone knows yaake nanna follow madthiya everywhere,harassment,individual,medium,0.45
people like you should stay away ... whatever.,hate,individual,medium,0.75
Everyone knows why do you see my story every time nin follow madthiya and it's annoying.,stalking,individual,medium,0.62
Everyone knows leave me alone nanige disturb beda !!!,harassment,individual,medium,0.45
"Honestly, you asked for it nin mistake",threat,individual,medium,0.82
"Look, this group is full of drama immediately.",toxicity,individual,medium,0.5
why are you always checking my status nin yaake nodthiya !!!,stalking,individual,high,0.67
you cant escape from this ninige illa without a doubt.,threat,individual,medium,0.82
stop talking nonsense nin matu beda so please stop.,aggression,individual,medium,0.55
"Look, this group is too negative",toxicity,individual,medium,0.5
Everyone knows this place is full of nonsense,toxicity,individual,medium,0.5
"Look, this chat ruins my mood",toxicity,individual,medium,0.5
"Honestly, nin illade nav decide madidvi so please stop.",exclusion,individual,medium,0.42
I just wanted to say i cant stand people like you nin tara jana so please stop.,hate,individual,medium,0.75
"Actually, stop tracking my activity nanige gothagthide ... whatever.",stalking,individual,medium,0.62
"Stop it, better nin illade nadithivi without a doubt.",exclusion,individual,medium,0.42
you wont get away with this without a doubt.,threat,individual,medium,0.82
"Stop it, yaake nanna profile daily nodthiya",stalking,individual,medium,0.62
"Look, your kind is unwanted here",hate,individual,medium,0.75
dont involve yourself nin beka illa without a doubt.,exclusion,individual,medium,0.42
ninige maturity illa grow up,insult,individual,medium,0.3
"Look, yaake nanna hinde bartiya",harassment,individual,medium,0.45
mind your own business nin work nodko without a doubt.,aggression,individual,medium,0.55
"Basically, stay in your limits please immediately.",aggression,individual,medium,0.55
ninige buddhi illa seriously don't you think?,insult,individual,high,0.35
"Just so you know, this group is too negative",toxicity,individual,medium,0.5
"To be honest, stop tracking my activity nanige gothagthide immediately.",stalking,individual,medium,0.62
better nin illade nadithivi right now.,exclusion,individual,medium,0.42
"Just so you know, this group ninige alla",exclusion,individual,medium,0.42
neenu hopeless yaake heege - just my opinion.,insult,individual,medium,0.3
your type always ruins things nin tara jana beda and everyone agrees.,hate,individual,high,0.8
"Seriously, we dont want you nin beka illa !!!",exclusion,individual,medium,0.42
It's obvious that i will complain about you sir ge helthini for real.,threat,individual,medium,0.82
are you mad or what ninige artha illa - just my opinion.,insult,individual,medium,0.3
yaake nanna follow madthiya everywhere and everyone agrees.,harassment,individual,high,0.5
you just dont get it ninige artha illa and everyone agrees.,insult,individual,high,0.35
"Honestly, why are you always in my dm ninige kelbeda for real.",harassment,individual,high,0.5
"Look, this group ninige alla !!!",exclusion,individual,medium,0.42
"Just so you know, yaake nanna hinde bartiya",harassment,individual,medium,0.45
"Honestly, people like you yavaglu problem for sure.",hate,individual,medium,0.75
stop calling me bar bar,harassment,individual,medium,0.45
It's obvious that you are useless nin work sari illa,insult,individual,medium,0.3
"Hey, this will not end well for you ninige sari illa agutte",threat,individual,medium,0.82
"Seriously, people like you yavaglu problem",hate,individual,medium,0.75
"Look, dayavittu nanna bittu bidu",harassment,individual,medium,0.45
"Just so you know, people like you should stay away immediately.",hate,individual,medium,0.75
"Listen, better nin illade nadithivi",exclusion,individual,medium,0.42
this chat is very unhealthy,toxicity,individual,medium,0.5
"Seriously, nin iddare delay agthide",exclusion,individual,medium,0.42
this group is full of drama without a doubt.,toxicity,individual,medium,0.5
we dont need people like you (no offense).,hate,individual,low,0.7
Everyone knows your kind is unwanted here - just my opinion.,hate,individual,medium,0.75
"Basically, nin presence irthare problem only so please stop.",insult,individual,medium,0.3
"Actually, this chat is very unhealthy",toxicity,individual,medium,0.5
It's obvious that just wait and watch ninige lesson sigutte and everyone agrees.,threat,individual,high,0.87
Everyone knows nin illade smooth agide,exclusion,individual,medium,0.42
"Actually, we already decided nin illade right now.",exclusion,individual,medium,0.42
ninige buddhi illa seriously for sure.,insult,individual,high,0.35
you wont get away with this so please stop.,threat,individual,medium,0.82
"Actually, we dont want you nin beka illa so please stop.",exclusion,individual,medium,0.42
nininda headache agthide stop it (no offense).,harassment,individual,low,0.4
"Actually, why are you watching me silently for real.",stalking,individual,medium,0.62
"Just so you know, this environment is stressful so please stop.",toxicity,individual,medium,0.5
I just wanted to say stop disturbing me nanige shanti beku,harassment,individual,medium,0.45
Everyone knows dont message me late night nin beka illa don't you think?,harassment,individual,medium,0.45
I think shut up now sumne iru,aggression,individual,medium,0.55
I think you just dont get it ninige artha illa,insult,individual,medium,0.3
you just dont get it ninige artha illa for sure.,insult,individual,medium,0.3
"Stop it, you are not invited nin beka illa and it's sad.",exclusion,individual,medium,0.42
this is between us only nin barbeda and it's sad.,exclusion,individual,medium,0.42
"Stop it, your kind is unwanted here so please stop.",hate,individual,medium,0.75
"Stop it, dont annoy me nin irritate madbeda",aggression,individual,medium,0.55
"Honestly, stop messaging me yavaglu disturb madthiya and it's sad.",harassment,individual,medium,0.45
It's obvious that you just dont get it ninige artha illa (no offense).,insult,individual,low,0.25
"Listen, stop talking nonsense nin matu beka illa and it's annoying.",insult,individual,medium,0.3
"Just so you know, i will expose what you did ellargu helthini",threat,individual,medium,0.82
"Hey, you will pay for what you did don't you think?",threat,individual,medium,0.82
"Basically, this will not end well for you ninige sari illa agutte don't you think?",threat,individual,medium,0.82
there is too much negativity here and everyone agrees.,toxicity,individual,high,0.55
you will face consequences ninige problem agutte and it's annoying.,threat,individual,medium,0.82
"Seriously, this environment is stressful",toxicity,individual,medium,0.5
"Honestly, use your brain swalpa right now.",insult,individual,medium,0.3
"Seriously, nin illade better agide for sure.",exclusion,individual,medium,0.42
Everyone knows nin iddare delay agthide right now.,exclusion,individual,medium,0.42
use your brain swalpa,insult,individual,medium,0.3
I just wanted to say dont cross the line nin limits alli iru so please stop.,aggression,individual,medium,0.55
people like you make everything dirty don't you think?,hate,individual,medium,0.75
"Stop it, why do you remember my timings ninige ella gothu right now.",stalking,individual,medium,0.62
you asked for it nin mistake without a doubt.,threat,individual,medium,0.82
"Basically, dont start with me nin beka illa don't you think?",aggression,individual,medium,0.55
"Just so you know, this chat is very unhealthy so please stop.",toxicity,individual,medium,0.5
this chat is mentally draining thale noovu for sure.,toxicity,individual,medium,0.5
"Basically, ninige nanna online time gothu how",stalking,individual,medium,0.62
i cant stand people like you nin tara jana,hate,individual,medium,0.75
i will complain about you sir ge helthini for sure.,threat,individual,medium,0.82
Everyone knows your type always ruins things nin tara jana beda,hate,individual,high,0.8
stop keeping tabs on me and it's sad.,stalking,individual,medium,0.62
"Listen, why do you remember my timings ninige ella gothu",stalking,individual,medium,0.62
"Listen, i will complain about you sir ge helthini",threat,individual,medium,0.82
neenu hopeless yaake heege,insult,individual,medium,0.3
your kind spoils the environment - just my opinion.,hate,individual,medium,0.75
"Basically, i will expose what you did ellargu helthini",threat,individual,medium,0.82
"Basically, dont think this will go unnoticed",threat,individual,medium,0.82
Everyone knows ninige maturity illa grow up and everyone agrees.,insult,individual,high,0.35
this group is full of drama,toxicity,individual,medium,0.5
"Hey, people like you make everything dirty - just my opinion.",hate,individual,medium,0.75
nin message inda tension agthide and it's annoying.,harassment,individual,medium,0.45
"Hey, we dont need people like you ... whatever.",hate,individual,medium,0.75
neenu full dumb yaake heege - just my opinion.,insult,individual,medium,0.3
dont message me late night nin beka illa ... whatever.,harassment,individual,medium,0.45
"Stop it, people like you are a headache",hate,individual,medium,0.75
nin illade smooth agide !!!,exclusion,individual,medium,0.42
"Just so you know, this environment is stressful for sure.",toxicity,individual,medium,0.5
"In my opinion, i will expose what you did ellargu helthini",threat,individual,medium,0.82
this is your last warning nodko so please stop.,threat,individual,medium,0.82
"Basically, you asked for it nin mistake for real.",threat,individual,medium,0.82
"Honestly, we already decided nin illade",exclusion,individual,medium,0.42
It's obvious that stop messaging me yavaglu disturb madthiya right now.,harassment,individual,medium,0.45
"Seriously, dayavittu nanna bittu bidu",harassment,individual,medium,0.45
"Listen, back off right now nin hinde hogu",aggression,individual,medium,0.55
"To be honest, this chat is very unhealthy",toxicity,individual,medium,0.5
Everyone knows people like you are a headache for real.,hate,individual,medium,0.75
"To be honest, you cant escape from this ninige illa without a doubt.",threat,individual,medium,0.82
It's obvious that this chat is very unhealthy immediately.,toxicity,individual,medium,0.5
you asked for it nin mistake - just my opinion.,threat,individual,medium,0.82
dont message me late night nin beka illa !!!,harassment,individual,medium,0.45
"Basically, stop talking nonsense nin matu beka illa - just my opinion.",insult,individual,medium,0.3
ninige maturity illa grow up don't you think?,insult,individual,medium,0.3
"To be honest, stay in your limits please",aggression,individual,medium,0.55
"Listen, dont annoy me nin irritate madbeda ... whatever.",aggression,individual,medium,0.55
you will face consequences ninige problem agutte (no offense).,threat,individual,low,0.77
this group ninige alla and it's annoying.,exclusion,individual,medium,0.42
"Just so you know, there is too much negativity here",toxicity,individual,medium,0.5
this chat is exhausting full headache period.,toxicity,individual,medium,0.5
stop talking nonsense nin matu beka illa,insult,individual,medium,0.3
"Honestly, why do you see my story every time nin follow madthiya",stalking,individual,medium,0.62
use your brain swalpa so please stop.,insult,individual,medium,0.3
"Actually, nin illade better agide",exclusion,individual,medium,0.42
"Look, we dont need people like you don't you think?",hate,individual,medium,0.75
"Listen, you cant escape from this ninige illa so please stop.",threat,individual,medium,0.82
Everyone knows nin illade nav decide madidvi,exclusion,individual,medium,0.42
"Just so you know, dont poke your nose nin business beda",aggression,individual,medium,0.55
"Basically, mind your own business nin work nodko and everyone agrees.",aggression,individual,high,0.6
"Honestly, yaake nanna bar bar text madthiya",harassment,individual,medium,0.45
dont annoy me nin irritate madbeda and it's annoying.,aggression,individual,medium,0.55
you cant escape from this ninige illa,threat,individual,medium,0.82
It's obvious that dont push me beyond my limit serious agthide,threat,individual,medium,0.82
"Look, dont involve yourself nin beka illa for sure.",exclusion,individual,medium,0.42
"Look, people like you dont deserve respect immediately.",hate,individual,medium,0.75
It's obvious that dont keep pinging nanna irritate madthiya,harassment,individual,medium,0.45
It's obvious that people like you dont deserve respect,hate,individual,medium,0.75
this chat ruins my mood period.,toxicity,individual,medium,0.5
people like you are a headache (no offense).,hate,individual,low,0.7
dont annoy me nin irritate madbeda so please stop.,aggression,individual,medium,0.55
Everyone knows you are in serious trouble nodu (no offense).,threat,individual,low,0.77
please remove yourself nin hogu right now.,exclusion,individual,medium,0.42
yaake nanna profile daily nodthiya right now.,stalking,individual,medium,0.62
"Seriously, you asked for it nin mistake",threat,individual,medium,0.82
"In my opinion, there is too much negativity here period.",toxicity,individual,medium,0.5
yaake nanna hinde bartiya right now.,harassment,individual,medium,0.45
I just wanted to say people like you make everything dirty period.,hate,individual,medium,0.75
shut up now sumne iru and everyone agrees.,aggression,individual,high,0.6
"Hey, ninige maturity illa grow up for sure.",insult,individual,medium,0.3
"Basically, stop getting involved nin barbeda",aggression,individual,medium,0.55
"Listen, why are you watching me silently",stalking,individual,medium,0.62
I just wanted to say stop messaging me yavaglu disturb madthiya !!!,harassment,individual,medium,0.45
"Stop it, stay out ninige sambhandha illa and it's sad.",exclusion,individual,medium,0.42
yaake nanna profile daily nodthiya and it's sad.,stalking,individual,medium,0.62
you will regret this later ninige gothagutte without a doubt.,threat,individual,medium,0.82
I think i will expose what you did ellargu helthini !!!,threat,individual,medium,0.82
"Stop it, you cant escape from this ninige illa without a doubt.",threat,individual,medium,0.82
"Honestly, you will regret this later ninige gothagutte right now.",threat,individual,medium,0.82
bar bar kelbeda please - just my opinion.,harassment,individual,medium,0.45
"Just so you know, ninige buddhi illa seriously",insult,individual,high,0.35
"Look, people like you never change and it's sad.",hate,individual,high,0.8
"Actually, i will complain about you sir ge helthini",threat,individual,medium,0.82
It's obvious that nin illade nav decide madidvi immediately.,exclusion,individual,medium,0.42
"Stop it, you are everywhere i go nin follow madthiya",stalking,individual,medium,0.62
"Hey, why do you follow everything i do",stalking,individual,medium,0.62
neenu hopeless yaake heege period.,insult,individual,medium,0.3
"Look, back off right now nin hinde hogu period.",aggression,individual,medium,0.55
"Seriously, just wait and watch ninige lesson sigutte",threat,individual,medium,0.82
"Stop it, you will pay for what you did",threat,individual,medium,0.82
"Look, there is too much negativity here immediately.",toxicity,individual,medium,0.5
"To be honest, keep quiet please nin matadbeda and it's sad.",aggression,individual,medium,0.55
"Look, dont think this will go unnoticed",threat,individual,medium,0.82
"Seriously, yaake nanna hinde bartiya elladalli",harassment,individual,medium,0.45
"Just so you know, people like you are a headache don't you think?",hate,individual,medium,0.75
"Look, you always ruin everything nininda problem !!!",insult,individual,high,0.35
It's obvious that you just dont get it ninige artha illa,insult,individual,medium,0.3
It's obvious that ninige maturity illa grow up and it's annoying.,insult,individual,medium,0.3
remember this moment ninige gothagutte - just my opinion.,threat,individual,medium,0.82
"Actually, we dont want you nin beka illa - just my opinion.",exclusion,individual,medium,0.42
"Seriously, stop keeping tabs on me ... whatever.",stalking,individual,medium,0.62
I think we dont want you nin beka illa and it's annoying.,exclusion,individual,medium,0.42
"To be honest, better nin illade nadithivi",exclusion,individual,medium,0.42
why are you always wrong ninige gothilla ... whatever.,insult,individual,high,0.35
"Seriously, this environment is really bad",toxicity,individual,medium,0.5
why are you always checking my status nin yaake nodthiya right now.,stalking,individual,high,0.67
"Stop it, this place feels unhealthy manasige sari illa",toxicity,individual,medium,0.5
"Seriously, this chat is exhausting full headache so please stop.",toxicity,individual,medium,0.5
stop keeping tabs on me so please stop.,stalking,individual,medium,0.62
"To be honest, why are you always checking my status nin yaake nodthiya",stalking,individual,high,0.67
nin illade better agide period.,exclusion,individual,medium,0.42
"In my opinion, why cant you just stop kelthiya and everyone agrees.",harassment,individual,high,0.5
It's obvious that you are in serious trouble nodu don't you think?,threat,individual,medium,0.82
dont think this will go unnoticed ... whatever.,threat,individual,medium,0.82
"Stop it, your kind is unwanted here",hate,individual,medium,0.75
"Just so you know, this place is full of nonsense",toxicity,individual,medium,0.5
shut up now sumne iru !!!,aggression,individual,medium,0.55
"Look, why are you always checking my status nin yaake nodthiya",stalking,individual,high,0.67
"Listen, nin presence irthare problem only",insult,individual,medium,0.3
"Just so you know, your kind is unwanted here - just my opinion.",hate,individual,medium,0.75
"Honestly, nin illade better agide",exclusion,individual,medium,0.42
"Just so you know, people like you never change without a doubt.",hate,individual,high,0.8
"Stop it, we are tired of people like you",hate,individual,medium,0.75
this is your last warning nodko without a doubt.,threat,individual,medium,0.82
nin illade nav decide madidvi and it's annoying.,exclusion,individual,medium,0.42
"Just so you know, neenu hopeless yaake heege and everyone agrees.",insult,individual,high,0.35
remember this moment ninige gothagutte and it's sad.,threat,individual,medium,0.82
"Listen, leave me alone nanige disturb beda",harassment,individual,medium,0.45
"Just so you know, stop calling me bar bar right now.",harassment,individual,medium,0.45
"Listen, why do you always show up where i am",stalking,individual,high,0.67
"To be honest, dayavittu nanna bittu bidu",harassment,individual,medium,0.45
why are you always in my dm ninige kelbeda and everyone agrees.,harassment,individual,high,0.5
we already decided nin illade so please stop.,exclusion,individual,medium,0.42
I think this group has become so toxic ella negative agide,toxicity,individual,medium,0.5
I think are you mad or what ninige artha illa for sure.,insult,individual,medium,0.3
"Stop it, we already decided nin illade !!!",exclusion,individual,medium,0.42
"Seriously, this space is not safe mentally",toxicity,individual,medium,0.5
"Hey, this chat is mentally draining thale noovu immediately.",toxicity,individual,medium,0.5
"Listen, this place is full of nonsense",toxicity,individual,medium,0.5
we already decided nin illade and it's annoying.,exclusion,individual,medium,0.42
I think people like you never change for sure.,hate,individual,high,0.8
"In my opinion, people like you never change and it's sad.",hate,individual,high,0.8
"Listen, this chat is exhausting full headache so please stop.",toxicity,individual,medium,0.5
"Basically, people like you should stay away (no offense).",hate,individual,low,0.7
"To be honest, i cant stand people like you nin tara jana",hate,individual,medium,0.75
"Seriously, nin message inda tension agthide so please stop.",harassment,individual,medium,0.45
"Seriously, nin iddare problem agthide so please stop.",exclusion,individual,medium,0.42
"Honestly, neenu hopeless yaake heege",insult,individual,medium,0.3
"Honestly, this place feels unhealthy manasige sari illa",toxicity,individual,medium,0.5
you will pay for what you did period.,threat,individual,medium,0.82
dont poke your nose nin business beda for sure.,aggression,individual,medium,0.55
"In my opinion, dont annoy me nin irritate madbeda",aggression,individual,medium,0.55
stop talking nonsense nin matu beka illa for sure.,insult,individual,medium,0.3
"Look, neenu full dumb yaake heege so please stop.",insult,individual,medium,0.3
I just wanted to say your type should not be here (no offense).,hate,individual,low,0.7
Everyone knows ninige nanna online time gothu how,stalking,individual,medium,0.62
dont interfere in this nin barbeda for real.,aggression,individual,medium,0.55
"Honestly, we already decided nin illade (no offense).",exclusion,individual,low,0.37
"Honestly, nin illade nav decide madidvi",exclusion,individual,medium,0.42
"Stop it, this chat ruins my mood and it's sad.",toxicity,individual,medium,0.5
I just wanted to say go away from here nin hogu !!!,aggression,individual,medium,0.55
why do you keep observing me (no offense).,stalking,individual,low,0.57
"Look, your type always ruins things nin tara jana beda for sure.",hate,individual,high,0.8
"Honestly, why are you always in my dm ninige kelbeda without a doubt.",harassment,individual,high,0.5
we are tired of people like you and it's annoying.,hate,individual,medium,0.75
this is your last warning nodko right now.,threat,individual,medium,0.82
you wont get away with this right now.,threat,individual,medium,0.82
"Honestly, please remove yourself nin hogu",exclusion,individual,medium,0.42
Everyone knows nin iddare problem agthide,exclusion,individual,medium,0.42
"In my opinion, dont keep pinging nanna irritate madthiya",harassment,individual,medium,0.45
"Listen, stop getting involved nin barbeda immediately.",aggression,individual,medium,0.55
you are not invited nin beka illa right now.,exclusion,individual,medium,0.42
Everyone knows yaake nanna bar bar text madthiya,harassment,individual,medium,0.45
I just wanted to say i will expose what you did ellargu helthini,threat,individual,medium,0.82
keep quiet please nin matadbeda and it's sad.,aggression,individual,medium,0.55
shut up now sumne iru period.,aggression,individual,medium,0.55
control yourself swalpa and everyone agrees.,aggression,individual,high,0.6
are you mad or what ninige artha illa for real.,insult,individual,medium,0.3
you are in serious trouble nodu ... whatever.,threat,individual,medium,0.82
Everyone knows this will not end well for you ninige sari illa agutte and it's annoying.,threat,individual,medium,0.82
It's obvious that why do you keep observing me,stalking,individual,medium,0.62
"Seriously, yaake nanna bar bar text madthiya and everyone agrees.",harassment,individual,high,0.5
I just wanted to say stop messaging me yavaglu disturb madthiya,harassment,individual,medium,0.45
"Honestly, you will face consequences ninige problem agutte period.",threat,individual,medium,0.82
