message,label,target_type,severity,severity_score
this is only for selected people,exclusion,individual,medium,0.42
Everyone knows you make everything worse,insult,individual,high,0.35
"Stop it, why are you watching my profile daily immediately.",stalking,teacher,medium,0.62
why are you always online when i come,stalking,social,high,0.67
What time is the assignment due??,neutral,gender,medium,0.02
"Listen, control yourself",aggression,individual,medium,0.55
you will regret this later don't you think?,threat,individual,medium,0.82
why are you always behind me immediately.,stalking,individual,high,0.67
"In my opinion, we dont like people like you for real.",hate,individual,medium,0.75
"Basically, i cant stand people like you",hate,individual,medium,0.75
"sir, why are you messaging me again",harassment,teacher,medium,0.45
dont lecture me immediately.,aggression,individual,medium,0.55
"Seriously, dont annoy me immediately.",aggression,individual,high,0.6
"male students, why are you watching my profile daily",stalking,teacher,medium,0.62
"Look, dont message me late night for real.",harassment,appearance,medium,0.45
this chat is mentally draining immediately.,toxicity,group,medium,0.5
"Actually, this is such a dumb question and everyone agrees.",insult,individual,high,0.35
you will face consequences for this and it's sad.,threat,appearance,medium,0.82
i will complain about you,threat,individual,medium,0.82
"lecturer, go away from here",aggression,teacher,medium,0.55
It's obvious that dont keep reminding me again and again !!!,harassment,individual,medium,0.45
"behavior, i will complain about you",threat,personal,medium,0.82
"Just so you know, back off right now",aggression,individual,medium,0.55
"Listen, you mess up everything !!!",insult,individual,medium,0.3
you cant escape from this for sure.,threat,individual,medium,0.82
"Hey, you look foolish right now",insult,appearance,medium,0.3
Everyone knows you asked for it,threat,individual,high,0.87
"online, this chat is exhausting",toxicity,group,medium,0.5
grow up seriously,insult,individual,high,0.35
dont start with me,aggression,individual,medium,0.55
people like you never change,hate,individual,high,0.8
"Listen, this is embarrassing",insult,individual,medium,0.3
"Hey, people like you make everything dirty don't you think?",hate,individual,medium,0.75
dont keep pinging me for no reason for real.,harassment,individual,medium,0.45
you always talk nonsense and it's sad.,insult,individual,high,0.35
you are useless in group work ... whatever.,insult,individual,medium,0.3
"In my opinion, this group is not for you - just my opinion.",exclusion,group,medium,0.42
"Seriously, why do you keep noticing when i am active and it's annoying.",stalking,individual,high,0.67
"In my opinion, why are you watching my profile daily",stalking,teacher,medium,0.62
"girls, dont follow up again please",harassment,gender,medium,0.45
we didnt include you on purpose for sure.,exclusion,individual,medium,0.42
"Hey, Please check the group description.",neutral,unknown,medium,0.02
I think stop getting involved (no offense).,aggression,individual,low,0.5
"Just so you know, no need for you here",exclusion,individual,medium,0.42
this chat is mentally draining,toxicity,group,medium,0.5
why are you noticing my movements,stalking,gender,medium,0.62
"block, people like you never change",hate,social,high,0.8
we are tired of people like you and it's sad.,hate,individual,medium,0.75
It's obvious that dont push me beyond my limit !!!,threat,individual,medium,0.82
why do you know when i go offline,stalking,social,medium,0.62
"Stop it, you are not smart enough for this",insult,individual,medium,0.3
"To be honest, dont poke your nose",aggression,individual,medium,0.55
nobody takes you seriously so please stop.,insult,appearance,high,0.35
"guys, why are you checking my last seen",stalking,gender,medium,0.62
"Stop it, i told you already dont text me",harassment,individual,medium,0.45
why are you watching my profile daily without a doubt.,stalking,teacher,medium,0.62
"character, you sound really stupid",insult,personal,medium,0.3
your type always ruins things without a doubt.,hate,individual,high,0.8
go mind your work,aggression,individual,medium,0.55
"Look, we dont like people like you",hate,appearance,medium,0.75
"Look, this chat is very unhealthy",toxicity,group,medium,0.5
"story, people like you should stay away",hate,social,medium,0.75
"Look, i will report this to sir",threat,teacher,medium,0.82
"ladies, this is such a dumb question",insult,gender,medium,0.3
"Actually, dont keep reminding me again and again",harassment,individual,medium,0.45
stop monitoring what i do and it's sad.,stalking,individual,medium,0.62
I think you keep irritating me daily ... whatever.,harassment,individual,medium,0.45
"Actually, dont act smart here and everyone agrees.",aggression,individual,high,0.6
Everyone knows this place is full of nonsense,toxicity,individual,high,0.55
Does anyone understand this topic?,neutral,unknown,medium,0.02
"gpa, you keep irritating me daily",harassment,academic,medium,0.45
"hair, dont cross the line",aggression,appearance,medium,0.55
you dont need to be here right now.,exclusion,individual,medium,0.42
"Listen, you asked for it for sure.",threat,individual,medium,0.82
this place feels unhealthy and it's annoying.,toxicity,individual,medium,0.5
dont cross the line period.,aggression,individual,medium,0.55
you sound really stupid,insult,individual,medium,0.3
"Stop it, stop irritating everyone period.",aggression,individual,high,0.6
"semester, you never get anything right",insult,academic,high,0.35
"To be honest, better you leave this group and it's sad.",exclusion,group,medium,0.42
"In my opinion, stay in your limits",aggression,individual,medium,0.55
your kind is unwanted here,hate,individual,medium,0.75
"Just so you know, remember this moment for real.",threat,gender,medium,0.82
"To be honest, mind your own business and it's sad.",aggression,individual,medium,0.55
"dp, why do you keep calling me",harassment,social,medium,0.45
"Hey, your kind is unwanted here (no offense).",hate,individual,low,0.7
"Just so you know, stop talking nonsense period.",aggression,individual,medium,0.55
"Just so you know, why do you see my story every time ... whatever.",stalking,social,medium,0.62
grow up seriously ... whatever.,insult,individual,high,0.35
"Stop it, your kind is not welcome here immediately.",hate,individual,medium,0.75
this place feels suffocating for real.,toxicity,individual,medium,0.5
"marks, back off right now",aggression,academic,medium,0.55
I think why do you see my story every time period.,stalking,social,medium,0.62
you are everywhere i go for real.,stalking,individual,medium,0.62
we dont like people like you without a doubt.,hate,individual,medium,0.75
dont message me late night,harassment,individual,medium,0.45
"In my opinion, mind your own group",exclusion,individual,medium,0.42
"Honestly, you are so clueless",insult,individual,medium,0.3
"In my opinion, dont test my patience !!!",threat,academic,medium,0.82
stop keeping tabs on me immediately.,stalking,individual,medium,0.62
your kind is not welcome here for real.,hate,individual,medium,0.75
It's obvious that you are in serious trouble,threat,individual,medium,0.82
"skin, you always ruin the mood",insult,appearance,high,0.35
"Hey, you are hopeless ... whatever.",insult,individual,medium,0.3
"Honestly, why do you remember my timings",stalking,individual,medium,0.62
"guys, this group makes me uncomfortable",toxicity,group,medium,0.5
"Honestly, you wont get away with this",threat,individual,medium,0.82
stop forcing conversation don't you think?,harassment,individual,medium,0.45
dont test my patience !!!,threat,academic,medium,0.82
It's obvious that dont keep reminding me again and again,harassment,individual,medium,0.45
this environment is really bad for real.,toxicity,gender,medium,0.5
dont keep reminding me again and again immediately.,harassment,individual,medium,0.45
this doesnt concern you,exclusion,individual,medium,0.42
this environment is stressful,toxicity,gender,medium,0.5
"you all, we dont need people like you",hate,group,medium,0.75
why do you always show up where i am ... whatever.,stalking,individual,high,0.67
i told you already dont text me ... whatever.,harassment,individual,medium,0.45
"Actually, we are tired of people like you",hate,individual,medium,0.75
"To be honest, this group makes me uncomfortable",toxicity,group,medium,0.5
better you leave this group without a doubt.,exclusion,group,medium,0.42
you are embarrassing yourself and it's annoying.,insult,individual,medium,0.3
you make everything worse,insult,individual,medium,0.3
do you even understand anything,insult,individual,medium,0.3
"female students, mind your own business",aggression,gender,medium,0.55
"character, you asked for it",threat,personal,medium,0.82
"lecturer, stop bothering me about this",harassment,teacher,medium,0.45
"Actually, remember this moment",threat,gender,medium,0.82
why are you checking my last seen don't you think?,stalking,social,medium,0.62
we dont need people like you (no offense).,hate,individual,low,0.7
we already decided without you period.,exclusion,individual,medium,0.42
just wait and watch for real.,threat,individual,medium,0.82
Everyone knows dont keep asking the same thing ... whatever.,harassment,appearance,high,0.5
"Seriously, this group is too negative",toxicity,group,high,0.55
"Just so you know, better you leave this group so please stop.",exclusion,group,medium,0.42
"body, this group is full of drama",toxicity,group,medium,0.5
"Seriously, this doesnt concern you period.",exclusion,individual,high,0.47
use your brain once immediately.,insult,individual,medium,0.3
"syllabus, why do you remember my timings",stalking,academic,medium,0.62
"grade, back off right now",aggression,academic,medium,0.55
this group is full of drama,toxicity,group,medium,0.5
people like you should stay away ... whatever.,hate,individual,medium,0.75
Everyone knows why are you always online when i come and it's annoying.,stalking,social,high,0.67
"Actually, dont keep reminding me again and again for sure.",harassment,individual,medium,0.45
I just wanted to say what are you even saying right now.,insult,individual,medium,0.3
"this circle, remember this moment",threat,group,medium,0.82
people like you are a headache,hate,individual,medium,0.75
"block, this chat is very unhealthy",toxicity,group,medium,0.5
"Seriously, your type should not be here for sure.",hate,individual,high,0.8
why are you always checking my status !!!,stalking,social,high,0.67
"girls, you wont get away with this",threat,gender,medium,0.82
mind your own business so please stop.,aggression,individual,medium,0.55
this chat is exhausting for sure.,toxicity,group,medium,0.5
"guide, you are hopeless",insult,teacher,medium,0.3
Everyone knows this place feels suffocating,toxicity,individual,high,0.55
"Look, this place feels suffocating",toxicity,appearance,medium,0.5
"Honestly, better you leave this group so please stop.",exclusion,group,medium,0.42
I just wanted to say i cant stand people like you so please stop.,hate,individual,medium,0.75
"Actually, you are everywhere i go ... whatever.",stalking,individual,medium,0.62
"Stop it, this is only for selected people without a doubt.",exclusion,individual,medium,0.42
you wont get away with this without a doubt.,threat,individual,medium,0.82
"Stop it, stop tracking my activity",stalking,individual,medium,0.62
"Look, your kind is unwanted here",hate,appearance,medium,0.75
"approach, this is between us only",exclusion,personal,medium,0.42
"looks childish, stop chasing me for replies",harassment,appearance,medium,0.45
stop irritating everyone period.,aggression,individual,high,0.6
"Hey, Is the class online or offline tomorrow?",neutral,social,medium,0.02
"archive, this place feels unhealthy",toxicity,social,medium,0.5
"seen, keep quiet please",aggression,social,medium,0.55
I just wanted to say you are embarrassing yourself and it's annoying.,insult,individual,medium,0.3
i cant stand people like you,hate,individual,medium,0.75
this place is full of nonsense and it's annoying.,toxicity,individual,medium,0.5
stop tracking my activity - just my opinion.,stalking,individual,medium,0.62
"Stop it, i will report this to sir",threat,teacher,medium,0.82
"Look, grow up seriously period.",insult,appearance,high,0.35
"study, this is your last warning",threat,academic,medium,0.82
"homework, please remove yourself",exclusion,academic,medium,0.42
people like you make everything dirty don't you think?,hate,individual,medium,0.75
why do you see my story every time (no offense).,stalking,social,low,0.57
dont keep asking the same thing and everyone agrees.,harassment,appearance,high,0.5
you never get anything right and everyone agrees.,insult,individual,high,0.35
"marks, dont keep pinging me for no reason",harassment,academic,medium,0.45
"In my opinion, stop tracking my activity for sure.",stalking,individual,medium,0.62
I think dont interfere in this,aggression,individual,medium,0.55
I just wanted to say you are everywhere i go - just my opinion.,stalking,individual,medium,0.62
why are you so behind me,harassment,individual,medium,0.45
"lecturer, stop chasing me for replies",harassment,teacher,medium,0.45
you asked for it,threat,individual,medium,0.82
It's obvious that you are so clueless,insult,individual,medium,0.3
i will report this to sir immediately.,threat,teacher,medium,0.82
"archive, people like you are always the problem",hate,social,high,0.8
"Look, dont message me late night",harassment,appearance,medium,0.45
"Just so you know, people like you should stay away immediately.",hate,individual,medium,0.75
"Listen, you are not part of this",exclusion,individual,medium,0.42
"thinking, this chat is very unhealthy",toxicity,group,medium,0.5
"women, mind your own group",exclusion,gender,medium,0.42
this group is not for you don't you think?,exclusion,group,medium,0.42
go away from here and it's sad.,aggression,individual,medium,0.55
Everyone knows your kind is unwanted here - just my opinion.,hate,individual,high,0.8
"teacher, this is your last warning",threat,teacher,medium,0.82
"Just so you know, why are you always in my dm",harassment,individual,high,0.5
just wait and watch,threat,individual,medium,0.82
"homework, why are you always wrong",insult,academic,high,0.35
"female students, why do you see my story every time",stalking,gender,medium,0.62
"Listen, no need for you here period.",exclusion,individual,medium,0.42
It's obvious that i will report this to sir and everyone agrees.,threat,teacher,high,0.87
Everyone knows this is between us only,exclusion,individual,high,0.47
this doesnt concern you right now.,exclusion,individual,medium,0.42
"thinking, your type always ruins things",hate,personal,high,0.8
"assignment, you will suffer for this",threat,gender,medium,0.82
"behavior, dont poke your nose",aggression,personal,medium,0.55
"body, keep quiet please",aggression,appearance,medium,0.55
"Just so you know, people like you never change so please stop.",hate,individual,high,0.8
"Basically, stop forcing conversation !!!",harassment,individual,medium,0.45
"Listen, people here spread negativity so please stop.",toxicity,group,medium,0.5
"Hey, you dont need to be here",exclusion,individual,medium,0.42
"attitude, dont overdo it",aggression,personal,medium,0.55
Everyone knows just wait and watch,threat,individual,high,0.87
"Listen, people here spread negativity",toxicity,group,medium,0.5
"Stop it, mind your own group",exclusion,individual,medium,0.42
you will face consequences for this period.,threat,appearance,medium,0.82
I just wanted to say stop forcing conversation and it's sad.,harassment,individual,medium,0.45
"teacher, back off right now",aggression,teacher,medium,0.55
"exam, you dont belong in this level",insult,academic,medium,0.3
It's obvious that you dont belong in this level (no offense).,insult,individual,low,0.25
"style, nobody takes you seriously",insult,appearance,high,0.35
this environment is stressful so please stop.,toxicity,gender,medium,0.5
"Hey, leave me alone seriously",harassment,individual,high,0.5
why are you always online when i come so please stop.,stalking,social,high,0.67
I think go away from here,aggression,individual,medium,0.55
"hod, you are such a burden",insult,teacher,medium,0.3
I just wanted to say this will not end well for you,threat,individual,medium,0.82
this group is full of drama and everyone agrees.,toxicity,group,high,0.55
"male students, you cant escape from this",threat,gender,medium,0.82
"Basically, stop forcing conversation without a doubt.",harassment,individual,medium,0.45
"skin, how many times should i say no",harassment,appearance,medium,0.45
"Honestly, this is such a dumb question right now.",insult,individual,medium,0.3
"looks, this doesnt concern you",exclusion,appearance,medium,0.42
"habits, stop getting involved",aggression,personal,medium,0.55
I think this doesnt concern you don't you think?,exclusion,individual,medium,0.42
"Honestly, stop stalking me",stalking,individual,medium,0.62
"Actually, why are you always in my dm immediately.",harassment,individual,high,0.5
why do you know when i read messages,stalking,individual,medium,0.62
"women, stop texting me every day",harassment,gender,medium,0.45
"this circle, dont think this will go unnoticed",threat,group,medium,0.82
I just wanted to say you dont have common sense,insult,individual,medium,0.3
stop bothering me about this !!!,harassment,individual,medium,0.45
"female students, you wont get away with this",threat,gender,medium,0.82
"Seriously, this group has become so toxic ... whatever.",toxicity,group,high,0.55
"mentor, i cant stand people like you",hate,teacher,medium,0.75
"this community, your type always ruins things",hate,group,high,0.8
why are you watching me silently and it's sad.,stalking,individual,medium,0.62
"Listen, why are you checking my last seen",stalking,social,medium,0.62
"Listen, you are in serious trouble",threat,individual,medium,0.82
we dont like people like you,hate,individual,medium,0.75
"class teacher, you are not smart enough for this",insult,teacher,medium,0.3
"offline, people like you never change",hate,social,high,0.8
"Basically, this will not end well for you",threat,individual,medium,0.82
Everyone knows you never get anything right and everyone agrees.,insult,individual,high,0.35
"Hey, people like you make everything dirty - just my opinion.",hate,individual,medium,0.75
It's obvious that why are you always in my dm,harassment,individual,high,0.5
"Basically, stay in your limits",aggression,individual,medium,0.55
"Hey, we dont need people like you ... whatever.",hate,individual,medium,0.75
you are embarrassing yourself,insult,individual,medium,0.3
you always talk nonsense - just my opinion.,insult,individual,high,0.35
why cant you just stop ... whatever.,harassment,individual,medium,0.45
i will make sure everyone knows,threat,individual,high,0.87
"all of you, people like you are a headache",hate,group,medium,0.75
i will make sure everyone knows immediately.,threat,individual,high,0.87
"Stop it, there is too much negativity here ... whatever.",toxicity,individual,medium,0.5
you are not part of this (no offense).,exclusion,individual,low,0.37
dont interfere in this,aggression,individual,medium,0.55
"Hey, you asked for it period.",threat,individual,medium,0.82
"cgpa, your type should not be here",hate,academic,medium,0.75
"Look, this group is not for you",exclusion,group,medium,0.42
I just wanted to say how many times should i say no,harassment,individual,medium,0.45
It's obvious that are you seriously this dumb and it's annoying.,insult,individual,high,0.35
"everyone here, why are you always in my dm",harassment,group,high,0.5
It's obvious that this environment is really bad,toxicity,gender,medium,0.5
do you even understand anything for real.,insult,individual,medium,0.3
"female students, this chat ruins my mood",toxicity,group,medium,0.5
"approach, this group is too negative",toxicity,group,medium,0.5
"Actually, you never get anything right",insult,individual,high,0.35
"Basically, you asked for it",threat,individual,medium,0.82
"To be honest, stop getting involved",aggression,individual,medium,0.55
"Hey, stop getting involved",aggression,individual,medium,0.55
"offline, you cant escape from this",threat,social,medium,0.82
"Hey, dont keep pinging me for no reason",harassment,individual,medium,0.45
"teacher, you dont need to be here",exclusion,teacher,medium,0.42
"Look, i will expose what you did",threat,appearance,medium,0.82
"Look, this group makes me uncomfortable and it's annoying.",toxicity,group,medium,0.5
"Seriously, you dont have common sense and everyone agrees.",insult,individual,high,0.35
"In my opinion, you are everywhere i go right now.",stalking,individual,medium,0.62
this place is full of nonsense,toxicity,individual,medium,0.5
"Honestly, why are you checking my last seen ... whatever.",stalking,social,medium,0.62
"exam, you dont need to be here",exclusion,academic,medium,0.42
"Seriously, you just dont get it",insult,individual,high,0.35
why are you always checking my status,stalking,social,high,0.67
this environment is really bad and it's annoying.,toxicity,gender,medium,0.5
"Listen, stop disturbing me during class !!!",harassment,individual,medium,0.45
"Look, we dont need people like you don't you think?",hate,appearance,medium,0.75
"Listen, you wont get away with this so please stop.",threat,individual,medium,0.82
"this circle, we didnt include you on purpose",exclusion,group,medium,0.42
dont cross the line,aggression,individual,medium,0.55
"entire group, we dont need people like you",hate,group,medium,0.75
"habit, stay in your limits",aggression,personal,medium,0.55
this is not meant for you !!!,exclusion,individual,medium,0.42
your type always ruins things,hate,individual,high,0.8
"Listen, why do you keep noticing when i am active for sure.",stalking,individual,medium,0.62
dont push me beyond my limit don't you think?,threat,individual,medium,0.82
"Honestly, why are you messaging me again",harassment,individual,medium,0.45
remember this moment,threat,gender,medium,0.82
It's obvious that just wait and watch,threat,individual,medium,0.82
"Stop it, why do you know when i read messages",stalking,individual,medium,0.62
"dress, stay out of this matter",exclusion,appearance,medium,0.42
"Look, people like you dont deserve respect immediately.",hate,appearance,medium,0.75
It's obvious that dont keep pinging me for no reason,harassment,individual,medium,0.45
It's obvious that people like you dont deserve respect,hate,individual,medium,0.75
this group makes me uncomfortable and everyone agrees.,toxicity,group,high,0.55
people like you are a headache (no offense).,hate,individual,low,0.7
"whole class, control yourself",aggression,group,medium,0.55
Everyone knows i will make sure everyone knows (no offense).,threat,individual,high,0.87
stop tracking my activity right now.,stalking,individual,medium,0.62
"semester, you wont get away with this",threat,academic,medium,0.82
this is only for selected people !!!,exclusion,individual,medium,0.42
why do you always show up where i am and it's annoying.,stalking,individual,high,0.67
"Look, go mind your work",aggression,appearance,medium,0.55
stop spamming me right now.,harassment,individual,medium,0.45
I just wanted to say people like you make everything dirty period.,hate,individual,medium,0.75
stop stalking me,stalking,individual,medium,0.62
stop talking nonsense and everyone agrees.,aggression,individual,high,0.6
"backlogs, stay out of my matters",aggression,academic,medium,0.55
"Hey, you mess up everything for sure.",insult,individual,medium,0.3
Everyone knows back off right now,aggression,individual,high,0.6
"this crowd, this environment is stressful",toxicity,group,medium,0.5
I just wanted to say why do you keep calling me !!!,harassment,individual,medium,0.45
"attitude, people like you make everything dirty",hate,personal,medium,0.75
"unfollow, no need for you here",exclusion,social,medium,0.42
"Listen, this chat is mentally draining",toxicity,group,medium,0.5
we didnt include you on purpose,exclusion,individual,medium,0.42
"In my opinion, stop stalking me",stalking,individual,medium,0.62
I think you are done now !!!,threat,individual,medium,0.82
"Stop it, you wont get away with this without a doubt.",threat,individual,medium,0.82
"habits, you are embarrassing yourself",insult,personal,medium,0.3
"Just so you know, do you even understand anything",insult,individual,medium,0.3
"Look, people like you never change and it's sad.",hate,appearance,high,0.8
why do you know when i read messages and it's annoying.,stalking,individual,medium,0.62
you mess up everything don't you think?,insult,individual,medium,0.3
"Stop it, why do you follow everything i do",stalking,individual,medium,0.62
"Stop it, dont involve yourself here",exclusion,individual,medium,0.42
"Honestly, please remove yourself",exclusion,individual,medium,0.42
you are not smart enough for this period.,insult,individual,medium,0.3
"Look, dont start with me period.",aggression,appearance,medium,0.55
"Seriously, i will report this to sir",threat,teacher,high,0.87
"lab record, you asked for it",threat,academic,medium,0.82
why are you always checking my status for sure.,stalking,social,high,0.67
"block, this environment is really bad",toxicity,gender,medium,0.5
Everyone knows we dont like people like you - just my opinion.,hate,individual,high,0.8
"Listen, you dont have common sense without a doubt.",insult,individual,medium,0.3
stop tracking my activity,stalking,individual,medium,0.62
"Just so you know, people like you are a headache don't you think?",hate,individual,medium,0.75
"Look, you make everything worse !!!",insult,appearance,medium,0.3
It's obvious that you dont belong in this level,insult,individual,medium,0.3
It's obvious that you mess up everything and it's annoying.,insult,individual,medium,0.3
"To be honest, you cant escape from this (no offense).",threat,individual,low,0.77
"Seriously, you are not required without a doubt.",exclusion,individual,high,0.47
"this class, mind your own group",exclusion,group,medium,0.42
Everyone knows this group has become so toxic,toxicity,group,high,0.55
"look, we dont want you in this discussion",exclusion,appearance,medium,0.42
"To be honest, your kind spoils the environment",hate,gender,medium,0.75
"Hey, you dont need to be here ... whatever.",exclusion,individual,medium,0.42
"Seriously, this space is not safe mentally",toxicity,gender,high,0.55
"offline, why are you always checking my status",stalking,social,high,0.67
"Listen, you make everything worse don't you think?",insult,individual,medium,0.3
Everyone knows this chat ruins my mood for sure.,toxicity,group,high,0.55
"ladies, stop talking rubbish",insult,gender,medium,0.3
"seen, you dont need to be here",exclusion,social,medium,0.42
you are not part of this so please stop.,exclusion,individual,medium,0.42
"boys, you are not required",exclusion,gender,medium,0.42
"lecturer, leave me alone seriously",harassment,teacher,high,0.5
why are you always in my dm and everyone agrees.,harassment,individual,high,0.5
"madam, stop tracking my activity",stalking,teacher,medium,0.62
"seen, dont keep reminding me again and again",harassment,social,medium,0.45
"syllabus, your kind is not welcome here",hate,academic,medium,0.75
"looks ugly, this is not meant for you",exclusion,appearance,medium,0.42
"Just so you know, people here spread negativity",toxicity,group,medium,0.5
dont annoy me,aggression,individual,medium,0.55
"Look, why are you always checking my status",stalking,appearance,high,0.67
we dont need people like you,hate,individual,medium,0.75
"Listen, why are you always wrong",insult,individual,high,0.35
"Just so you know, your kind is unwanted here - just my opinion.",hate,individual,medium,0.75
"Honestly, this doesnt concern you",exclusion,individual,medium,0.42
"Just so you know, people like you never change without a doubt.",hate,individual,high,0.8
"maam, i cant stand people like you",hate,teacher,medium,0.75
we dont need people like you for sure.,hate,individual,medium,0.75
you will regret this later (no offense).,threat,individual,low,0.77
"hair, mind your own group",exclusion,appearance,medium,0.42
"Just so you know, you are not smart enough for this",insult,individual,medium,0.3
dont involve yourself here period.,exclusion,individual,medium,0.42
"Basically, you will pay for what you did",threat,individual,medium,0.82
why are you messaging me again period.,harassment,individual,medium,0.45
you are in serious trouble don't you think?,threat,individual,medium,0.82
"To be honest, why are you always in my dm",harassment,individual,high,0.5
"women, how many times should i say no",harassment,gender,medium,0.45
we didnt include you on purpose so please stop.,exclusion,individual,medium,0.42
I think this chat is mentally draining,toxicity,group,medium,0.5
I think what are you even saying for sure.,insult,individual,medium,0.3
"habit, this is not meant for you",exclusion,personal,medium,0.42
"Look, you will pay for what you did",threat,appearance,medium,0.82
"everyone here, why cant you just stop",harassment,group,high,0.5
"Hey, this place feels unhealthy immediately.",toxicity,individual,medium,0.5
dont cross the line and it's annoying.,aggression,individual,medium,0.55
I think people like you never change for sure.,hate,individual,high,0.8
"In my opinion, people like you never change and it's sad.",hate,individual,high,0.8
"behavior, you keep irritating me daily",harassment,personal,medium,0.45
"style, this environment is stressful",toxicity,gender,medium,0.5
"Seriously, this doesnt concern you !!!",exclusion,individual,high,0.47
go mind your work and everyone agrees.,aggression,individual,high,0.6
"block, we didnt include you on purpose",exclusion,social,medium,0.42
this group is full of drama (no offense).,toxicity,group,low,0.45
"Honestly, control yourself immediately.",aggression,individual,medium,0.55
"Honestly, you are not smart enough for this",insult,individual,medium,0.3
"Honestly, this chat is exhausting",toxicity,group,medium,0.5
you will suffer for this period.,threat,individual,medium,0.82
back off right now right now.,aggression,individual,medium,0.55
"blue tick, are you seriously this dumb",insult,social,high,0.35
I just wanted to say stop getting involved and everyone agrees.,aggression,individual,high,0.6
back off right now for real.,aggression,individual,medium,0.55
this group is not for you,exclusion,group,medium,0.42
"To be honest, this doesnt concern you for sure.",exclusion,individual,medium,0.42
this environment is stressful don't you think?,toxicity,gender,medium,0.5
why do you know when i read messages (no offense).,stalking,individual,low,0.57
"looks, your type always ruins things",hate,appearance,high,0.8
"hod, you are done now",threat,teacher,medium,0.82
"Honestly, stop forcing conversation without a doubt.",harassment,individual,medium,0.45
"boys, why are you so behind me",harassment,gender,medium,0.45
It's obvious that you are so clueless period.,insult,individual,medium,0.3
we are tired of people like you and it's annoying.,hate,individual,medium,0.75
you will suffer for this right now.,threat,individual,medium,0.82
mind your own group,exclusion,individual,medium,0.42
"Hey, we dont need people like you",hate,individual,medium,0.75
"Basically, why are you checking my last seen",stalking,social,medium,0.62
"Basically, this doesnt concern you (no offense).",exclusion,individual,low,0.37
Everyone knows why are you always behind me ... whatever.,stalking,individual,high,0.67
"nature, what are you even saying",insult,personal,medium,0.3
dont overdo it !!!,aggression,individual,medium,0.55
"Look, stay out of my matters",aggression,appearance,medium,0.55
why do you know when i read messages immediately.,stalking,individual,medium,0.62
"coordinator, we already decided without you",exclusion,teacher,medium,0.42
I think i will expose what you did,threat,individual,medium,0.82
"this class, stop texting me every day",harassment,group,medium,0.45
"Hey, better you leave this group",exclusion,group,medium,0.42
dont test my patience ... whatever.,threat,academic,medium,0.82
"hair, this chat is exhausting",toxicity,group,medium,0.5
"view, stop disturbing me during class",harassment,social,medium,0.45
"To be honest, you dont belong in this level immediately.",insult,individual,medium,0.3
"Hey, you are useless in group work and it's sad.",insult,individual,medium,0.3
I just wanted to say people here spread negativity for real.,toxicity,group,medium,0.5
I think why are you so behind me,harassment,individual,medium,0.45
"study, this place feels unhealthy",toxicity,academic,medium,0.5
this will not end well for you,threat,individual,medium,0.82
"last seen, stop chasing me for replies",harassment,social,medium,0.45
I think this chat is exhausting,toxicity,group,medium,0.5
"unfollow, this is your last warning",threat,social,medium,0.82
do you even understand anything right now.,insult,individual,medium,0.3
"Just so you know, mind your own group",exclusion,individual,medium,0.42
"Look, this chat is mentally draining",toxicity,group,medium,0.5
this is such a dumb question,insult,individual,medium,0.3
"Stop it, why do you keep calling me and it's annoying.",harassment,individual,medium,0.45
"Actually, how many times should i say no and it's annoying.",harassment,individual,medium,0.45
"Basically, we already decided without you",exclusion,individual,medium,0.42
"Look, dont test my patience and it's sad.",threat,appearance,medium,0.82
"attitude, why do you know when i go offline",stalking,personal,medium,0.62
there is too much negativity here !!!,toxicity,individual,medium,0.5
stop spamming me for real.,harassment,individual,medium,0.45
"Hey, stop keeping tabs on me",stalking,individual,medium,0.62
"To be honest, people here spread negativity",toxicity,group,medium,0.5
do you even understand anything ... whatever.,insult,individual,medium,0.3
you are not part of this,exclusion,individual,medium,0.42
"Look, stop texting me every day",harassment,appearance,medium,0.45
"Look, we are tired of people like you",hate,appearance,medium,0.75
people like you should stay away,hate,individual,medium,0.75
"In my opinion, stop forcing conversation don't you think?",harassment,individual,medium,0.45
"Stop it, why are you always online when i come - just my opinion.",stalking,social,high,0.67
"Actually, this group is full of drama and it's sad.",toxicity,group,medium,0.5
stop monitoring what i do don't you think?,stalking,individual,medium,0.62
"lecturer, nobody takes you seriously",insult,teacher,high,0.35
people like you should stay away so please stop.,hate,individual,medium,0.75
"online, mind your own group",exclusion,social,medium,0.42
"In my opinion, why are you watching me silently - just my opinion.",stalking,individual,medium,0.62
"Stop it, why do you remember my timings don't you think?",stalking,individual,medium,0.62
"Look, do you even understand anything and it's annoying.",insult,appearance,medium,0.3
Everyone knows dont lecture me and it's annoying.,aggression,individual,high,0.6
"Listen, why cant you just stop for sure.",harassment,individual,medium,0.45
"Listen, nobody takes you seriously and it's sad.",insult,appearance,high,0.35
"In my opinion, you will face consequences for this so please stop.",threat,appearance,medium,0.82
"Basically, why are you so slow and it's sad.",insult,individual,medium,0.3
dont cross the line immediately.,aggression,individual,medium,0.55
you just dont get it,insult,individual,medium,0.3
"boys, why are you always online when i come",stalking,gender,high,0.67
"To be honest, why are you so behind me",harassment,individual,medium,0.45
why do you always show up where i am !!!,stalking,individual,high,0.67
"habits, dont keep reminding me again and again",harassment,personal,medium,0.45
this group makes me uncomfortable,toxicity,group,medium,0.5
"Hey, why do you keep calling me",harassment,individual,medium,0.45
"Honestly, you are acting childish and everyone agrees.",insult,individual,high,0.35
