message,label,target_type,severity,severity_score
exam tumba tough aaytu but somehow aaytu. #38c8,Neutral,Unknown,Low,0
ninne function photos share maadu. #f032,Neutral,Group,Low,0
ivattu class full bore aaytu. #71dc,Neutral,Individual,Low,0.06
pizza bekka biryani bekka decide maadi. #cafc,Neutral,Individual,Low,0.05
"Itkazaka, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #bddf",Harassment,Individual,Low,0.38
"team, ivnanna group nalli add madbeda, ivan illaadre better ansta. #f6b1",Exclusion,Group,Low,0.27
pizza bekka biryani bekka decide maadi. #99e9,Neutral,Unknown,Low,0.03
"Ehqeze, nee full time late bartiya re. #8bb6",Insult,Individual,Low,0.27
"Fxvjkwo, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #f96e",Harassment,Individual,Medium,0.59
yaaru naalege PPT madthare helri. #8bbf,Neutral,Individual,Low,0.02
project help madidakke thanks maga. #b8b3,Neutral,Unknown,Low,0
"Tirodxiuyq, cheap comments madbeda ava bagge, group nalli idu sari alla. #46b1",Sexual Harassment,Individual,High,0.81
naale extra pen togond baa pls. #5843,Neutral,Individual,Low,0.03
"5 nimisha nalli join agthini, swalpa wait maadu. #bb5d",Neutral,Group,Low,0.07
"Mqgev, nee total loser tara idiya re. #7b3c",Insult,Individual,High,0.54
"Zrl, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #c3c9",Harassment,Individual,Medium,0.58
yavdru ivattu notes idre send maadu pls. #ee8d,Neutral,Group,Low,0
fest practice ge yar yar barthidira. #07c7,Neutral,Unknown,Low,0.07
"Yzhmz, prati dina reason illade ping madbedi, idu stalking tara kanstide. #3521",Cyberstalking,Individual,Low,0.54
"Emdxxsv, nee ivattu full lazy mode alli idiya re. #1c82",Insult,Individual,Low,0.19
"5 nimisha nalli join agthini, swalpa wait maadu. #bdb8",Neutral,Group,Low,0
"Ibmiduon, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #3849",Threat,Individual,High,0.9
exam tumba tough aaytu but somehow aaytu. #f96a,Neutral,Group,Low,0
"Cadwzphs, nee ivattu full lazy mode alli idiya dude. #2fac",Insult,Individual,Low,0.29
"Tqvmbtdsz, nee full time late bartiya yaar. #fc91",Insult,Individual,Low,0.35
"network sakkath slow ide, once repeat maadu. #b6a9",Neutral,Unknown,Low,0.02
"class grp, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #508b",Exclusion,Group,Low,0.21
"Wuiyzfgryr, ella platform nalli follow madbeda please, idu stalking tara kanstide. #e32a",Cyberstalking,Individual,Medium,0.61
"Trxzhkjd, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #e797",Harassment,Individual,Low,0.48
"Lkzolyffka, nee tumba irritating agthiya re yaar. #9549",Insult,Individual,Medium,0.37
"guys, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #bd0f",Exclusion,Group,Medium,0.38
"Mdxzj, cheap comments madbeda ava bagge, group nalli idu sari alla. #2668",Sexual Harassment,Individual,Medium,0.68
naale 4gante canteen nalli meet aagona. #5b05,Neutral,Individual,Low,0
ninne function photos share maadu. #cf57,Neutral,Unknown,Low,0.07
weekend ge yava movie nodona. #23ac,Neutral,Unknown,Low,0.02
exam tumba tough aaytu but somehow aaytu. #6a5d,Neutral,Unknown,Low,0
"Faro, next time barbeku anta helthini, swalpa limit nodu yaar. #3b9b",Threat,Individual,High,0.87
"Sixawtp, a type jokes swalpa stop maadu, group nalli idu sari alla. #0582",Sexual Harassment,Individual,Medium,0.81
fest practice ge yar yar barthidira. #3e21,Neutral,Individual,Low,0
"Qnxf, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #4afa",Harassment,Individual,Medium,0.42
"Cdmswvmz, next time barbeku anta helthini, swalpa limit nodu yaar. #5095",Threat,Individual,Low,0.94
"happy birthday, tumba olle varsha agli. #3d80",Neutral,Group,Low,0
"Atbrbvl, yake everywhere message madthiya, idu stalking tara kanstide. #e69e",Cyberstalking,Individual,High,0.67
"Zss, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #e138",Cyberstalking,Individual,Medium,0.45
yaaru naalege PPT madthare helri. #baad,Neutral,Unknown,Low,0
"naale 9 gante lab ge bartira, late agbeda. #96b3",Neutral,Group,Low,0
"Tetkov, nee sakkat dumb idiya yaar dude. #c72e",Insult,Individual,Medium,0.18
"Gzmblbpzvw, nee full time late bartiya yaar. #a999",Insult,Individual,Low,0.15
"Yrugjkeoy, nee ivattu full lazy mode alli idiya re. #855a",Insult,Individual,Low,0.26
nee send madida reel super comedy aaytu. #083e,Neutral,Individual,Low,0
attendance link haakbidu illi. #fb83,Neutral,Group,Low,0
"5 nimisha nalli join agthini, swalpa wait maadu. #9195",Neutral,Individual,Low,0.02
"guys, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #9328",Exclusion,Group,Medium,0.21
exam tumba tough aaytu but somehow aaytu. #b6e0,Neutral,Group,Low,0
"Nwannmi, nee tumba irritating agthiya re re. #3cec",Insult,Individual,Medium,0.41
"Evwhcuddfz, nee useless tara behave madthiya dude. #9ae8",Insult,Individual,Medium,0.28
"Jrjjsidyd, nee full time late bartiya dude. #a354",Insult,Individual,Low,0.35
"Pddhbmfcyw, nee class nalli full time joker ne yaar. #9183",Insult,Individual,Medium,0.21
"Vqy, nee tumba irritating agthiya re re. #4188",Insult,Individual,Medium,0.2
attendance link haakbidu illi. #59e3,Neutral,Unknown,Low,0
"naale 9 gante lab ge bartira, late agbeda. #336e",Neutral,Unknown,Low,0
ivattu assignment submit maadbeku maga. #19f3,Neutral,Group,Low,0
ivattu class full bore aaytu. #fb76,Neutral,Unknown,Low,0
"Vptilu, nee reply nodoke tumba time togondiya dude. #b107",Insult,Individual,Low,0.28
attendance link haakbidu illi. #137b,Neutral,Individual,Low,0.02
"5 nimisha nalli join agthini, swalpa wait maadu. #1894",Neutral,Unknown,Low,0.01
"review okay aaytu, tension beda. #c67e",Neutral,Individual,Low,0.04
"guys, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #7869",Exclusion,Group,Medium,0.43
"5 nimisha nalli join agthini, swalpa wait maadu. #dca2",Neutral,Individual,Low,0.05
"Umszz, nee ivattu full lazy mode alli idiya re. #51da",Insult,Individual,Low,0.29
ivattu assignment submit maadbeku maga. #4662,Neutral,Individual,Low,0
"gang, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #e37a",Exclusion,Group,High,0.34
"naale 9 gante lab ge bartira, late agbeda. #0ae2",Neutral,Unknown,Low,0.01
"batch, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #c2b5",Exclusion,Group,Medium,0.37
"ninna presentation super aaytu, chennag ide. #0435",Neutral,Group,Low,0.01
fest practice ge yar yar barthidira. #0b21,Neutral,Group,Low,0
weekend ge yava movie nodona. #e3eb,Neutral,Individual,Low,0.03
yavdru ivattu notes idre send maadu pls. #d975,Neutral,Individual,Low,0
"Mgpmmbw, ava body bagge a tara mata beda, group nalli idu sari alla. #284f",Sexual Harassment,Individual,High,0.62
exam tumba tough aaytu but somehow aaytu. #cf49,Neutral,Individual,Low,0.03
"guys, ivananna group inda remove maadona, ivan illaadre better ansta. #a7c5",Exclusion,Group,High,0.3
"ninna presentation super aaytu, chennag ide. #4995",Neutral,Individual,Low,0
"Zvdtdbwe, nee total loser tara idiya re. #38e7",Insult,Individual,High,0.51
project help madidakke thanks maga. #7db2,Neutral,Unknown,Low,0.02
"Ofq, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #dff5",Cyberstalking,Individual,High,0.57
"Wdwycg, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #bc87",Cyberstalking,Individual,Medium,0.8
attendance link haakbidu illi. #cc57,Neutral,Individual,Low,0.02
ivattu assignment submit maadbeku maga. #a896,Neutral,Unknown,Low,0
"Sixk, nee ivattu full lazy mode alli idiya dude. #5f4d",Insult,Individual,Low,0.36
"5 nimisha nalli join agthini, swalpa wait maadu. #61b8",Neutral,Group,Low,0
"team, ivananna group inda remove maadona, ivan illaadre better ansta. #6386",Exclusion,Group,High,0.55
ivattu class full bore aaytu. #977c,Neutral,Individual,Low,0
ivattu class full bore aaytu. #6190,Neutral,Group,Low,0
fest practice ge yar yar barthidira. #e554,Neutral,Group,Low,0.03
fest practice ge yar yar barthidira. #f4f4,Neutral,Group,Low,0
"Zwelspca, nee class nalli full time joker ne dude. #35d6",Insult,Individual,Medium,0.3
naale 4gante canteen nalli meet aagona. #2a89,Neutral,Group,Low,0.06
"Hpspak, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #583a",Harassment,Individual,Medium,0.72
"Comygzy, nee yavattu serious agalla machaa. #8853",Insult,Individual,Low,0.25
"Ltprezik, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #c21d",Threat,Individual,Low,0.69
"Jxbx, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #803d",Threat,Individual,High,1
ivattu assignment submit maadbeku maga. #3acd,Neutral,Individual,Low,0
"Oumrf, nee sakkat dumb idiya yaar dude. #5c9c",Insult,Individual,Medium,0.17
"gang, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #ff49",Exclusion,Group,Medium,0.26
yaaru naalege PPT madthare helri. #2ee9,Neutral,Group,Low,0
"Qbx, nee sakkat dumb idiya yaar re. #f620",Insult,Individual,Medium,0.34
"class grp, ivnanna group nalli add madbeda, ivan illaadre better ansta. #7588",Exclusion,Group,Low,0.16
"happy birthday, tumba olle varsha agli. #fb8c",Neutral,Individual,Low,0.01
"Pbbhyh, nee tumba irritating agthiya re re. #2e48",Insult,Individual,Medium,0.18
"network sakkath slow ide, once repeat maadu. #9978",Neutral,Unknown,Low,0.04
yaaru naalege PPT madthare helri. #d88b,Neutral,Group,Low,0
project help madidakke thanks maga. #d966,Neutral,Group,Low,0.03
"guys, ivananna group inda remove maadona, ivan illaadre better ansta. #108c",Exclusion,Group,Low,0.34
exam tumba tough aaytu but somehow aaytu. #66aa,Neutral,Individual,Low,0.02
"Gpxmxkom, nee ivattu full lazy mode alli idiya re. #95ca",Insult,Individual,Low,0.15
"Ctdaat, nee yavattu serious agalla yaar. #fd4f",Insult,Individual,Low,0.42
"team, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #0fa6",Exclusion,Group,Low,0.27
project help madidakke thanks maga. #a757,Neutral,Individual,Low,0
"class grp, ivnanna group nalli add madbeda, ivan illaadre better ansta. #9ac5",Exclusion,Group,Medium,0.39
"Mvma, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #d656",Harassment,Individual,Medium,0.63
"Vcy, next time barbeku anta helthini, swalpa limit nodu yaar. #e8a6",Threat,Individual,High,1
"network sakkath slow ide, once repeat maadu. #ca7c",Neutral,Unknown,Low,0
"Jlc, prati dina reason illade ping madbedi, idu stalking tara kanstide. #c826",Cyberstalking,Individual,Medium,0.56
"Kxuln, nee ivattu full lazy mode alli idiya re. #8956",Insult,Individual,Low,0.38
"network sakkath slow ide, once repeat maadu. #3f2d",Neutral,Individual,Low,0.06
"Oyrvfbkque, nee total loser tara idiya machaa. #e448",Insult,Individual,High,0.3
"Cndqrbqds, cheap comments madbeda ava bagge, group nalli idu sari alla. #e5a7",Sexual Harassment,Individual,High,1
"Xzlrmqvm, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #0102",Harassment,Individual,High,0.73
"Ewygwazqzd, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #8357",Harassment,Individual,High,0.79
"Rudgaa, nee full time late bartiya yaar. #d6f3",Insult,Individual,Low,0.31
ivattu assignment submit maadbeku maga. #b537,Neutral,Unknown,Low,0.04
"Utsbvpbpkl, nee ivattu full lazy mode alli idiya yaar. #61e3",Insult,Individual,Low,0.2
"Vpambpyc, a tara photos haakbeda please, group nalli idu sari alla. #6804",Sexual Harassment,Individual,Medium,0.75
ivattu class full bore aaytu. #48eb,Neutral,Individual,Low,0.04
"5 nimisha nalli join agthini, swalpa wait maadu. #b799",Neutral,Individual,Low,0.02
"Isd, nee class nalli full time joker ne dude. #add2",Insult,Individual,Medium,0.35
ninne function photos share maadu. #fff1,Neutral,Unknown,Low,0
"Hkvsp, nodu careful iru, illa problem agutte, swalpa limit nodu yaar. #3977",Threat,Individual,High,0.95
nee send madida reel super comedy aaytu. #268e,Neutral,Unknown,Low,0
"ninna presentation super aaytu, chennag ide. #c488",Neutral,Individual,Low,0
naale extra pen togond baa pls. #20a7,Neutral,Group,Low,0.04
"Drbhgejex, nee tumba irritating agthiya re dude. #99f1",Insult,Individual,Medium,0.45
project help madidakke thanks maga. #e2ba,Neutral,Individual,Low,0.01
"Eveq, nee class nalli full time joker ne re. #1bec",Insult,Individual,Medium,0.2
"Ulhinbynb, nee complete waste fellow machaa. #6a3c",Insult,Individual,High,0.37
fest practice ge yar yar barthidira. #5cb0,Neutral,Unknown,Low,0.02
yavdru ivattu notes idre send maadu pls. #5ddd,Neutral,Group,Low,0.02
naale extra pen togond baa pls. #d650,Neutral,Unknown,Low,0
"Wpkr, nee tumba irritating agthiya re yaar. #72d4",Insult,Individual,Medium,0.32
"class grp, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #6b88",Exclusion,Group,High,0.42
"Zywjg, nee tumba irritating agthiya re machaa. #d850",Insult,Individual,Medium,0.21
fest practice ge yar yar barthidira. #c62f,Neutral,Unknown,Low,0
"Mpwiso, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #2428",Threat,Individual,Medium,0.88
"Acgzipors, nee ivattu full lazy mode alli idiya machaa. #d4ca",Insult,Individual,Low,0.41
yavdru ivattu notes idre send maadu pls. #e114,Neutral,Individual,Low,0
yavdru ivattu notes idre send maadu pls. #aca7,Neutral,Individual,Low,0
pizza bekka biryani bekka decide maadi. #5779,Neutral,Individual,Low,0.06
"ninna presentation super aaytu, chennag ide. #8843",Neutral,Unknown,Low,0
"Hnhh, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #d113",Harassment,Individual,High,0.52
"guys, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #5c59",Exclusion,Group,High,0.31
"Aryigvpnz, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #e767",Harassment,Individual,Medium,0.64
ninne function photos share maadu. #d51e,Neutral,Individual,Low,0.03
"5 nimisha nalli join agthini, swalpa wait maadu. #4d61",Neutral,Unknown,Low,0
"Nxoncnilhi, next time barbeku anta helthini, swalpa limit nodu yaar. #cbb0",Threat,Individual,Medium,0.77
"ninna presentation super aaytu, chennag ide. #f6d1",Neutral,Unknown,Low,0
"Ejenifhnjf, nee full time late bartiya yaar. #550c",Insult,Individual,Low,0.15
"Jrpnf, nee useless tara behave madthiya re. #5f01",Insult,Individual,Medium,0.4
"Rdyor, nee reply nodoke tumba time togondiya machaa. #255e",Insult,Individual,Low,0.32
"Yiqaq, nee reply nodoke tumba time togondiya yaar. #7c45",Insult,Individual,Low,0.33
yaaru naalege PPT madthare helri. #fbb5,Neutral,Unknown,Low,0.02
"5 nimisha nalli join agthini, swalpa wait maadu. #8f78",Neutral,Unknown,Low,0
"Qouqlztsw, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #daa4",Harassment,Individual,High,0.58
"naale 9 gante lab ge bartira, late agbeda. #81bb",Neutral,Unknown,Low,0.01
"class grp, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #2d1d",Exclusion,Group,Low,0.21
"happy birthday, tumba olle varsha agli. #ac2c",Neutral,Individual,Low,0
"team, ivnanna group nalli add madbeda, ivan illaadre better ansta. #3801",Exclusion,Group,High,0.32
ivattu assignment submit maadbeku maga. #7c6b,Neutral,Unknown,Low,0
"review okay aaytu, tension beda. #ed3e",Neutral,Individual,Low,0
"class grp, ivananna group inda remove maadona, ivan illaadre better ansta. #9906",Exclusion,Group,Medium,0.33
project help madidakke thanks maga. #e157,Neutral,Group,Low,0.02
"Acfbix, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #9117",Harassment,Individual,High,0.59
naale extra pen togond baa pls. #ba73,Neutral,Unknown,Low,0.07
"gang, ivananna group inda remove maadona, ivan illaadre better ansta. #6a22",Exclusion,Group,High,0.38
naale 4gante canteen nalli meet aagona. #07f7,Neutral,Unknown,Low,0
ninne function photos share maadu. #7326,Neutral,Group,Low,0.05
"Ykbn, nee reply nodoke tumba time togondiya dude. #65d6",Insult,Individual,Low,0.18
"happy birthday, tumba olle varsha agli. #33a1",Neutral,Group,Low,0.04
naale extra pen togond baa pls. #73bc,Neutral,Group,Low,0.02
pizza bekka biryani bekka decide maadi. #ed9d,Neutral,Unknown,Low,0
"Fjk, nee complete waste fellow yaar. #af4b",Insult,Individual,High,0.33
"Mpdis, yake everywhere message madthiya, idu stalking tara kanstide. #b7f5",Cyberstalking,Individual,High,0.82
"Fuywqdp, nodu careful iru, illa problem agutte, swalpa limit nodu yaar. #a802",Threat,Individual,Medium,0.68
weekend ge yava movie nodona. #6b0e,Neutral,Individual,Low,0
naale 4gante canteen nalli meet aagona. #fde6,Neutral,Individual,Low,0
"Wpnndu, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #fe35",Harassment,Individual,Medium,0.48
"Bzi, nee ivattu full lazy mode alli idiya dude. #ed3b",Insult,Individual,Low,0.21
yaaru naalege PPT madthare helri. #8251,Neutral,Group,Low,0.06
project help madidakke thanks maga. #d72d,Neutral,Unknown,Low,0.03
project help madidakke thanks maga. #e33d,Neutral,Individual,Low,0
"5 nimisha nalli join agthini, swalpa wait maadu. #e670",Neutral,Unknown,Low,0.04
"Kansuzc, nee ivattu full lazy mode alli idiya dude. #1794",Insult,Individual,Low,0.4
"team, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #a689",Exclusion,Group,Medium,0.26
nee send madida reel super comedy aaytu. #05cc,Neutral,Unknown,Low,0
"Psg, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #272d",Harassment,Individual,High,0.54
"team, ivnanna group nalli add madbeda, ivan illaadre better ansta. #e6f3",Exclusion,Group,Low,0.35
project help madidakke thanks maga. #db01,Neutral,Unknown,Low,0.06
"happy birthday, tumba olle varsha agli. #2cb6",Neutral,Individual,Low,0
"Yokd, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #a44e",Harassment,Individual,High,0.83
fest practice ge yar yar barthidira. #4abe,Neutral,Individual,Low,0.03
"Pyulak, yake everywhere message madthiya, idu stalking tara kanstide. #3368",Cyberstalking,Individual,Low,0.54
"Ysxwcxhvyp, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #7000",Threat,Individual,High,0.83
"Sla, nee ivattu full lazy mode alli idiya machaa. #cd04",Insult,Individual,Low,0.11
"Dtqry, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #7fa0",Harassment,Individual,Low,0.42
"network sakkath slow ide, once repeat maadu. #53f7",Neutral,Group,Low,0.01
"ninna presentation super aaytu, chennag ide. #5d35",Neutral,Unknown,Low,0
"naale 9 gante lab ge bartira, late agbeda. #cd44",Neutral,Individual,Low,0.01
"Szchbi, yake everywhere message madthiya, idu stalking tara kanstide. #35af",Cyberstalking,Individual,High,0.62
"Rvjdmyb, nodu careful iru, illa problem agutte, swalpa limit nodu yaar. #318b",Threat,Individual,High,0.93
"Dpb, nee ivattu full lazy mode alli idiya dude. #4584",Insult,Individual,Low,0.09
"Ckffus, nee ivattu full lazy mode alli idiya yaar. #2e57",Insult,Individual,Low,0.28
naale extra pen togond baa pls. #0e94,Neutral,Individual,Low,0
attendance link haakbidu illi. #4cf9,Neutral,Group,Low,0
"review okay aaytu, tension beda. #f7ed",Neutral,Individual,Low,0.01
"Hhx, next time barbeku anta helthini, swalpa limit nodu yaar. #3553",Threat,Individual,High,1
"network sakkath slow ide, once repeat maadu. #1a39",Neutral,Individual,Low,0
project help madidakke thanks maga. #6383,Neutral,Unknown,Low,0
"5 nimisha nalli join agthini, swalpa wait maadu. #a69e",Neutral,Individual,Low,0
ivattu class full bore aaytu. #4f29,Neutral,Unknown,Low,0.01
ivattu class full bore aaytu. #97f6,Neutral,Individual,Low,0
exam tumba tough aaytu but somehow aaytu. #ef49,Neutral,Unknown,Low,0
"Hjiz, nee reply nodoke tumba time togondiya re. #fd6e",Insult,Individual,Low,0.19
"Ywyrnska, nee total loser tara idiya dude. #cccd",Insult,Individual,High,0.25
ninne function photos share maadu. #78ff,Neutral,Group,Low,0
"Pyhrkphn, nee complete waste fellow yaar. #f165",Insult,Individual,High,0.34
"Nrxcdvrowe, nee reply nodoke tumba time togondiya re. #828c",Insult,Individual,Low,0.2
exam tumba tough aaytu but somehow aaytu. #24fe,Neutral,Unknown,Low,0
"Rfvywxa, nee class nalli full time joker ne dude. #71ef",Insult,Individual,Medium,0.36
"guys, ivnanna group nalli add madbeda, ivan illaadre better ansta. #c14d",Exclusion,Group,Low,0.28
"Hxbxf, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #e1d7",Cyberstalking,Individual,Medium,0.7
attendance link haakbidu illi. #174e,Neutral,Unknown,Low,0.01
yaaru naalege PPT madthare helri. #98bf,Neutral,Unknown,Low,0.04
"Endn, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #1435",Threat,Individual,High,0.72
"Oftrvsgo, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #ddb0",Harassment,Individual,High,0.77
"5 nimisha nalli join agthini, swalpa wait maadu. #2b12",Neutral,Individual,Low,0
"Xwrdrp, cheap comments madbeda ava bagge, group nalli idu sari alla. #7890",Sexual Harassment,Individual,Medium,0.84
naale extra pen togond baa pls. #1345,Neutral,Unknown,Low,0
"happy birthday, tumba olle varsha agli. #7567",Neutral,Unknown,Low,0
"Xyko, nee tumba irritating agthiya re re. #e1c4",Insult,Individual,Medium,0.32
yaaru naalege PPT madthare helri. #32d3,Neutral,Unknown,Low,0.04
"Ozru, nodu careful iru, illa problem agutte, swalpa limit nodu yaar. #f0df",Threat,Individual,High,0.72
"Yjifcre, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #910a",Harassment,Individual,High,0.55
"Qtzbkmp, nee class nalli full time joker ne yaar. #900b",Insult,Individual,Medium,0.21
naale 4gante canteen nalli meet aagona. #a2a5,Neutral,Group,Low,0
"review okay aaytu, tension beda. #6484",Neutral,Group,Low,0
"Ghnttrotl, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #70a1",Harassment,Individual,Medium,0.36
exam tumba tough aaytu but somehow aaytu. #ab93,Neutral,Unknown,Low,0
exam tumba tough aaytu but somehow aaytu. #d076,Neutral,Individual,Low,0.04
attendance link haakbidu illi. #d0d8,Neutral,Individual,Low,0
attendance link haakbidu illi. #b238,Neutral,Group,Low,0.05
yaaru naalege PPT madthare helri. #7206,Neutral,Group,Low,0.06
"Jgxav, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #216e",Harassment,Individual,High,0.57
"happy birthday, tumba olle varsha agli. #1369",Neutral,Unknown,Low,0.05
"Otwbv, nee tumba irritating agthiya re machaa. #13e6",Insult,Individual,Medium,0.39
"Gylgqi, nee ivattu full lazy mode alli idiya machaa. #8a0c",Insult,Individual,Low,0.34
"Qoxzdrbtgh, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #bba4",Harassment,Individual,High,0.71
ninne function photos share maadu. #034b,Neutral,Individual,Low,0
"review okay aaytu, tension beda. #9598",Neutral,Individual,Low,0
ivattu class full bore aaytu. #8fbc,Neutral,Group,Low,0
"Atvgmltzl, elli hogidaroo ade tara madthiya, useless tara behave madthiya anta feel agutte. #aee1",Harassment,Individual,High,0.69
ivattu assignment submit maadbeku maga. #6161,Neutral,Unknown,Low,0
"5 nimisha nalli join agthini, swalpa wait maadu. #0ced",Neutral,Group,Low,0.03
nee send madida reel super comedy aaytu. #e11d,Neutral,Unknown,Low,0
ninne function photos share maadu. #aada,Neutral,Group,Low,0.04
project help madidakke thanks maga. #ba62,Neutral,Individual,Low,0
"Yame, nee yavattu serious agalla dude. #6a76",Insult,Individual,Low,0.24
"gang, ivnanna group nalli add madbeda, ivan illaadre better ansta. #f08c",Exclusion,Group,Low,0.45
"happy birthday, tumba olle varsha agli. #b9b1",Neutral,Group,Low,0.03
"team, ivnanna group nalli add madbeda, ivan illaadre better ansta. #8fb4",Exclusion,Group,Low,0.31
fest practice ge yar yar barthidira. #6aab,Neutral,Individual,Low,0.02
"Jsfawoi, nee yen use illa ninna jothe re. #8ecb",Insult,Individual,High,0.36
"Rutytxx, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #fa5b",Harassment,Individual,Medium,0.51
fest practice ge yar yar barthidira. #aa17,Neutral,Individual,Low,0.03
"Jyeynm, yake everywhere message madthiya, idu stalking tara kanstide. #7870",Cyberstalking,Individual,High,0.58
"Auofxgjrx, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #6a0c",Cyberstalking,Individual,Medium,0.59
pizza bekka biryani bekka decide maadi. #b8ee,Neutral,Group,Low,0.04
"gang, ivananna group inda remove maadona, ivan illaadre better ansta. #d887",Exclusion,Group,Low,0.2
"naale 9 gante lab ge bartira, late agbeda. #4ae4",Neutral,Unknown,Low,0
"Skydigyi, sir ge complaint haakthini nodu, swalpa limit nodu yaar. #e375",Threat,Individual,High,1
nee send madida reel super comedy aaytu. #4bee,Neutral,Group,Low,0.02
"Ymqg, nee total loser tara idiya yaar. #f1e4",Insult,Individual,High,0.37
"Cmq, mundina sari nodu yen agutte anta, swalpa limit nodu yaar. #1700",Threat,Individual,Medium,1
naale 4gante canteen nalli meet aagona. #c1db,Neutral,Individual,Low,0
"Ootjmfbwoe, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #6ded",Harassment,Individual,Medium,0.44
"Xupmbfswtc, nee ivattu full lazy mode alli idiya machaa. #31f4",Insult,Individual,Low,0.24
"batch, ivananna group inda remove maadona, ivan illaadre better ansta. #e607",Exclusion,Group,Medium,0.3
fest practice ge yar yar barthidira. #75a4,Neutral,Individual,Low,0.02
"naale 9 gante lab ge bartira, late agbeda. #5dd3",Neutral,Individual,Low,0
naale 4gante canteen nalli meet aagona. #79ac,Neutral,Group,Low,0
naale extra pen togond baa pls. #b172,Neutral,Individual,Low,0
"team, ivananna group inda remove maadona, ivan illaadre better ansta. #97b9",Exclusion,Group,High,0.49
"network sakkath slow ide, once repeat maadu. #9d05",Neutral,Individual,Low,0
"Rvkna, a type jokes swalpa stop maadu, group nalli idu sari alla. #8096",Sexual Harassment,Individual,High,0.99
"Mvdopwbmp, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #ae31",Cyberstalking,Individual,Low,0.72
"Cvffh, cheap comments madbeda ava bagge, group nalli idu sari alla. #18ea",Sexual Harassment,Individual,Low,0.8
naale 4gante canteen nalli meet aagona. #f36a,Neutral,Unknown,Low,0.01
fest practice ge yar yar barthidira. #34cd,Neutral,Individual,Low,0.04
"Zrafebk, nee useless tara behave madthiya yaar. #5797",Insult,Individual,Medium,0.34
"Qjuejtk, nee tumba irritating agthiya re yaar. #0c30",Insult,Individual,Medium,0.45
yaaru naalege PPT madthare helri. #bcdc,Neutral,Individual,Low,0.01
"gang, ivnanna group nalli add madbeda, ivan illaadre better ansta. #7855",Exclusion,Group,Medium,0.3
"Mretsnqpwe, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #3ce5",Harassment,Individual,High,0.61
yavdru ivattu notes idre send maadu pls. #8afe,Neutral,Unknown,Low,0.04
